"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164296_18574211_GEODES057","Ga0164296_18574211","None","hypothetical protein",7,31469.0859986422,"Unclassified"
"Ga0164296_18576061_GEODES057","Ga0164296_18576061","NO CLASSIFICATION MH","Aldo/keto reductase",7,13392.5317448635,"Unclassified"
"Ga0164296_18577411_GEODES057","Ga0164296_18577411","NO CLASSIFICATION MH","L1 cell adhesion molecule like protein",4,183035.860676999,"Unclassified"
"Ga0164296_18580751_GEODES057","Ga0164296_18580751","None","hypothetical protein",18,29756.3815505058,"Unclassified"
"Ga0164296_18590701_GEODES057","Ga0164296_18590701","None","hypothetical protein",4,87099.9644770585,"Unclassified"
"Ga0164296_18593621_GEODES057","Ga0164296_18593621","NO CLASSIFICATION MH","thioredoxin reductase (NADPH)",12,28722.9519218373,"Unclassified"
"Ga0164296_18595381_GEODES057","Ga0164296_18595381","NO CLASSIFICATION MH","aldehyde dehydrogenase (NAD+)",8,12113.2799328834,"Unclassified"
"Ga0164296_18603881_GEODES057","Ga0164296_18603881","NO CLASSIFICATION MH","heme exporter protein C",3,66480.104052671,"Unclassified"
"Ga0164296_18604451_GEODES057","Ga0164296_18604451","None","Serine/threonine protein kinase",24,12345.6157669733,"Unclassified"
"Ga0164296_18607781_GEODES057","Ga0164296_18607781","None","hypothetical protein",1,24251.5548879382,"Unclassified"
"Ga0164296_18614021_GEODES057","Ga0164296_18614021","None","hypothetical protein",2,186995.01148348,"Unclassified"
"Ga0164296_18617721_GEODES057","Ga0164296_18617721","None","hypothetical protein",1,16128.9276314487,"Unclassified"
"Ga0164296_18624551_GEODES057","Ga0164296_18624551","NO CLASSIFICATION MH","elongation factor Tu",1,51568.3402641921,"Unclassified"
"Ga0164296_18625241_GEODES057","Ga0164296_18625241","None","hypothetical protein",11,217393.299051308,"Unclassified"
"Ga0164296_18633511_GEODES057","Ga0164296_18633511","None","hypothetical protein",2,54000.1465359099,"Unclassified"
"Ga0164296_18633761_GEODES057","Ga0164296_18633761","NO CLASSIFICATION MH","pre-mRNA-splicing factor SYF2/beta-D-xylosidase 4",15,23010.8604035364,"Unclassified"
"Ga0164296_18634031_GEODES057","Ga0164296_18634031","NO CLASSIFICATION MH","Major capsid protein N-terminus",17,19812.0340505082,"Unclassified"
"Ga0164296_18643951_GEODES057","Ga0164296_18643951","NO CLASSIFICATION MH","solute carrier family 25 (phosphate transporter), member 3",11,10707.9686963555,"Unclassified"
"Ga0164296_18648941_GEODES057","Ga0164296_18648941","None","aspartyl protease",8,45880.2710718902,"Unclassified"
"Ga0164296_18649191_GEODES057","Ga0164296_18649191","NO CLASSIFICATION MH","zinc transporter, ZIP family",14,20762.442478746,"Unclassified"
"Ga0164296_18652501_GEODES057","Ga0164296_18652501","NO CLASSIFICATION MH","hypothetical protein",1,178309.912708165,"Unclassified"
"Ga0164296_18654211_GEODES057","Ga0164296_18654211","NO CLASSIFICATION MH","hypothetical protein",18,15734.1020627382,"Unclassified"
"Ga0164296_18658351_GEODES057","Ga0164296_18658351","NO CLASSIFICATION MH","nitrogen regulatory protein P-II 1",3,18690.9220939933,"Unclassified"
"Ga0164296_18660221_GEODES057","Ga0164296_18660221","None","hypothetical protein",7,31647.5295275386,"Unclassified"
"Ga0164296_18668401_GEODES057","Ga0164296_18668401","None","hypothetical protein",7,20199.8326166528,"Unclassified"
"Ga0164296_18672271_GEODES057","Ga0164296_18672271","None","Ubiquitin carboxyl-terminal hydrolase",8,9192.27129234444,"Unclassified"
"Ga0164296_18674232_GEODES057","Ga0164296_18674232","NO CLASSIFICATION MH","spectrin alpha",1,42962.899668497,"Unclassified"
"Ga0164296_18676931_GEODES057","Ga0164296_18676931","None","hypothetical protein",5,10888.7332022274,"Unclassified"
"Ga0164296_18681201_GEODES057","Ga0164296_18681201","NO CLASSIFICATION MH","hypothetical protein",2,94018.3636846288,"Unclassified"
"Ga0164296_18681311_GEODES057","Ga0164296_18681311","NO CLASSIFICATION MH","tRNA dimethylallyltransferase",11,14231.0309541982,"Unclassified"
"Ga0164296_18681701_GEODES057","Ga0164296_18681701","None","hypothetical protein",1,12667.5395192645,"Unclassified"
"Ga0164296_18684531_GEODES057","Ga0164296_18684531","NO CLASSIFICATION MH","hypothetical protein",8,8987.61547590007,"Unclassified"
"Ga0164296_18688171_GEODES057","Ga0164296_18688171","None","hypothetical protein",11,45184.6628127977,"Unclassified"
"Ga0164296_18694691_GEODES057","Ga0164296_18694691","None","hypothetical protein",2,79690.3590399205,"Unclassified"
"Ga0164296_18697261_GEODES057","Ga0164296_18697261","NO CLASSIFICATION MH","Protoporphyrinogen oxidase",6,13395.5672798162,"Unclassified"
"Ga0164296_18698371_GEODES057","Ga0164296_18698371","None","hypothetical protein",15,10350.0141741453,"Unclassified"
"Ga0164296_18716251_GEODES057","Ga0164296_18716251","NO CLASSIFICATION MH","MraZ protein",13,43901.3354597958,"Unclassified"
"Ga0164296_18716301_GEODES057","Ga0164296_18716301","None","hypothetical protein",6,14156.4897133847,"Unclassified"
"Ga0164296_18716531_GEODES057","Ga0164296_18716531","None","ABC-type phosphate transport system, substrate-binding protein",2,965187.768901741,"Unclassified"
"Ga0164296_18717521_GEODES057","Ga0164296_18717521","NO CLASSIFICATION MH","hypothetical protein",2,178892.798831535,"Unclassified"
"Ga0164296_18723132_GEODES057","Ga0164296_18723132","None","hypothetical protein",19,18369.9671563584,"Unclassified"
"Ga0164296_18724671_GEODES057","Ga0164296_18724671","None","hypothetical protein",1,48688.0000627905,"Unclassified"
"Ga0164296_18730141_GEODES057","Ga0164296_18730141","None","hypothetical protein",8,31017.8003743014,"Unclassified"
"Ga0164296_18734151_GEODES057","Ga0164296_18734151","None","hypothetical protein",7,34480.4051888466,"Unclassified"
"Ga0164296_18740431_GEODES057","Ga0164296_18740431","None","hypothetical protein",15,21649.2443511631,"Unclassified"
"Ga0164296_18743561_GEODES057","Ga0164296_18743561","NO CLASSIFICATION MH","3-isopropylmalate dehydrogenase",19,8592.10190671193,"Unclassified"
"Ga0164296_18752521_GEODES057","Ga0164296_18752521","NO CLASSIFICATION MH","flagellar hook-associated protein 2",19,44375.4322672713,"Unclassified"
"Ga0164296_18754611_GEODES057","Ga0164296_18754611","None","hypothetical protein",5,10577.1970506217,"Unclassified"
"Ga0164296_18757261_GEODES057","Ga0164296_18757261","NO CLASSIFICATION MH","chaperonin GroES",2,527534.682260102,"Unclassified"
"Ga0164296_18757951_GEODES057","Ga0164296_18757951","NO CLASSIFICATION MH","Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)",5,56857.9681255701,"Unclassified"
"Ga0164296_18758831_GEODES057","Ga0164296_18758831","None","hypothetical protein",23,106168.167236826,"Unclassified"
"Ga0164296_18759882_GEODES057","Ga0164296_18759882","None","hypothetical protein",10,11730.547236058,"Unclassified"
"Ga0164296_18761281_GEODES057","Ga0164296_18761281","None","hypothetical protein",8,31191.5482211547,"Unclassified"
"Ga0164296_18773741_GEODES057","Ga0164296_18773741","None","hypothetical protein",8,7716.09075763404,"Unclassified"
"Ga0164296_18784631_GEODES057","Ga0164296_18784631","NO CLASSIFICATION MH","aconitate hydratase",4,9766.16443000879,"Unclassified"
"Ga0164296_18790961_GEODES057","Ga0164296_18790961","NO CLASSIFICATION MH","cytochrome b6-f complex subunit 4",2,95475.9154927256,"Unclassified"
"Ga0164296_18798911_GEODES057","Ga0164296_18798911","NO CLASSIFICATION MH","hypothetical protein",7,14208.4888330526,"Unclassified"
"Ga0164296_18800101_GEODES057","Ga0164296_18800101","None","hypothetical protein",1,446282.113784959,"Unclassified"
"Ga0164296_18801341_GEODES057","Ga0164296_18801341","NO CLASSIFICATION MH","hypothetical protein",9,12615.139788725,"Unclassified"
"Ga0164296_18805691_GEODES057","Ga0164296_18805691","NO CLASSIFICATION MH","iron-sulfur cluster insertion protein",3,178312.182262697,"Unclassified"
"Ga0164296_18813131_GEODES057","Ga0164296_18813131","None","hypothetical protein",1,30501.7117246052,"Unclassified"
"Ga0164296_18813791_GEODES057","Ga0164296_18813791","None","hypothetical protein",8,8160.89778765495,"Unclassified"
"Ga0164296_18814181_GEODES057","Ga0164296_18814181","NO CLASSIFICATION MH","ketol-acid reductoisomerase",1,48651.7621306723,"Unclassified"
"Ga0164296_18814501_GEODES057","Ga0164296_18814501","None","hypothetical protein",11,16174.7293806783,"Unclassified"
"Ga0164296_18816451_GEODES057","Ga0164296_18816451","NO CLASSIFICATION MH","Spore maturation protein SpmB ",15,9740.47770338849,"Unclassified"
"Ga0164296_18821411_GEODES057","Ga0164296_18821411","NO CLASSIFICATION MH","Purine-cytosine permease",20,28694.5067562829,"Unclassified"
"Ga0164296_18822221_GEODES057","Ga0164296_18822221","None","hypothetical protein",14,31278.9952923766,"Unclassified"
"Ga0164296_18823861_GEODES057","Ga0164296_18823861","None","hypothetical protein",4,35318.4899128799,"Unclassified"
"Ga0164296_18825751_GEODES057","Ga0164296_18825751","NO CLASSIFICATION MH","photosystem II P680 reaction center D1 protein",2,1564347.48418322,"Unclassified"
"Ga0164296_18826701_GEODES057","Ga0164296_18826701","None","hypothetical protein",2,48643.0739595056,"Unclassified"
"Ga0164296_18837071_GEODES057","Ga0164296_18837071","NO CLASSIFICATION MH","Histone H1-like nucleoprotein HC2",3,985636.559129619,"Unclassified"
"Ga0164296_18839721_GEODES057","Ga0164296_18839721","NO CLASSIFICATION MH","isocitrate dehydrogenase",1,61734.6328140112,"Unclassified"
"Ga0164296_18851401_GEODES057","Ga0164296_18851401","NO CLASSIFICATION MH","beta-glucosidase",5,42770.3166591203,"Unclassified"
"Ga0164296_18851871_GEODES057","Ga0164296_18851871","NO CLASSIFICATION MH","3-phosphoshikimate 1-carboxyvinyltransferase",4,18923.3684921323,"Unclassified"
"Ga0164296_18857431_GEODES057","Ga0164296_18857431","NO CLASSIFICATION MH","hypothetical protein",5,11180.1693650719,"Unclassified"
"Ga0164296_18859001_GEODES057","Ga0164296_18859001","NO CLASSIFICATION MH","histone H2B",4,55535.277029651,"Unclassified"
"Ga0164296_18861731_GEODES057","Ga0164296_18861731","None","hypothetical protein",6,24601.9383132606,"Unclassified"
"Ga0164296_18865381_GEODES057","Ga0164296_18865381","NO CLASSIFICATION MH","two-component system, OmpR family, response regulator",17,9481.11113784222,"Unclassified"
"Ga0164296_18866871_GEODES057","Ga0164296_18866871","None","hypothetical protein",2,27689.0475843965,"Unclassified"
"Ga0164296_18868551_GEODES057","Ga0164296_18868551","None","hypothetical protein",12,10047.817092534,"Unclassified"
"Ga0164296_18868821_GEODES057","Ga0164296_18868821","None","hypothetical protein",6,10651.0449882413,"Unclassified"
"Ga0164296_18873021_GEODES057","Ga0164296_18873021","NO CLASSIFICATION MH","spoIIIJ-associated protein",7,77987.4180126119,"Unclassified"
"Ga0164296_18884921_GEODES057","Ga0164296_18884921","None","hypothetical protein",4,12170.7380333692,"Unclassified"
"Ga0164296_18890481_GEODES057","Ga0164296_18890481","None","hypothetical protein",3,194756.006338173,"Unclassified"
"Ga0164296_18898581_GEODES057","Ga0164296_18898581","None","hypothetical protein",24,23473.8989951493,"Unclassified"
"Ga0164296_18902061_GEODES057","Ga0164296_18902061","NO CLASSIFICATION MH","hypothetical protein",7,36606.494516681,"Unclassified"
"Ga0164296_18905191_GEODES057","Ga0164296_18905191","NO CLASSIFICATION MH","dynein heavy chain",7,16363.6640202182,"Unclassified"
"Ga0164296_18909871_GEODES057","Ga0164296_18909871","None","hypothetical protein",1,25241.5774534051,"Unclassified"
"Ga0164296_18910601_GEODES057","Ga0164296_18910601","None","LAGLIDADG DNA endonuclease family protein",4,204767.720365733,"Unclassified"
"Ga0164296_18912451_GEODES057","Ga0164296_18912451","None","hypothetical protein",9,9247.39236982479,"Unclassified"
"Ga0164296_18929031_GEODES057","Ga0164296_18929031","NO CLASSIFICATION MH","hypothetical protein",3,43434.1017951585,"Unclassified"
"Ga0164296_18933971_GEODES057","Ga0164296_18933971","None","hypothetical protein",10,240773.481264932,"Unclassified"
"Ga0164296_18934541_GEODES057","Ga0164296_18934541","NO CLASSIFICATION MH","chromosome partitioning protein, ParB family",3,31729.74589461,"Unclassified"
"Ga0164296_18935121_GEODES057","Ga0164296_18935121","None","hypothetical protein",12,8077.34970689977,"Unclassified"
"Ga0164296_18938391_GEODES057","Ga0164296_18938391","None","hypothetical protein",1,11359.9777359008,"Unclassified"
"Ga0164296_18941381_GEODES057","Ga0164296_18941381","NO CLASSIFICATION MH","ribonuclease-3",4,25579.0042543065,"Unclassified"
"Ga0164296_18943381_GEODES057","Ga0164296_18943381","NO CLASSIFICATION MH","Mg/Co/Ni transporter MgtE (contains CBS domain)",12,29923.2263162435,"Unclassified"
"Ga0164296_18944461_GEODES057","Ga0164296_18944461","NO CLASSIFICATION MH","Chaperone of endosialidase",9,10518.7859940675,"Unclassified"
"Ga0164296_18946381_GEODES057","Ga0164296_18946381","NO CLASSIFICATION MH","pyrroline-5-carboxylate reductase",1,16649.1085430758,"Unclassified"
"Ga0164296_18947871_GEODES057","Ga0164296_18947871","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta",2,848365.848285236,"Unclassified"
"Ga0164296_18950431_GEODES057","Ga0164296_18950431","None","hypothetical protein",2,98572.4224742815,"Unclassified"
"Ga0164296_18950651_GEODES057","Ga0164296_18950651","None","hypothetical protein",8,7968.70812467986,"Unclassified"
"Ga0164296_18951411_GEODES057","Ga0164296_18951411","NO CLASSIFICATION MH","glucose-1-phosphate thymidylyltransferase",15,25079.4999364304,"Unclassified"
"Ga0164296_18951611_GEODES057","Ga0164296_18951611","None","hypothetical protein",5,219795.118848339,"Unclassified"
"Ga0164296_18955231_GEODES057","Ga0164296_18955231","None","hypothetical protein",4,1161418.01197114,"Unclassified"
"Ga0164296_18955251_GEODES057","Ga0164296_18955251","NO CLASSIFICATION MH","hypothetical protein",12,14187.889797526,"Unclassified"
"Ga0164296_18955311_GEODES057","Ga0164296_18955311","NO CLASSIFICATION MH","hypothetical protein",5,20225.6251893646,"Unclassified"
"Ga0164296_18956851_GEODES057","Ga0164296_18956851","None","hypothetical protein",11,209547.767998814,"Unclassified"
"Ga0164296_18957101_GEODES057","Ga0164296_18957101","None","hypothetical protein",9,12317.461279143,"Unclassified"
"Ga0164296_18958931_GEODES057","Ga0164296_18958931","NO CLASSIFICATION MH","preprotein translocase subunit SecD",3,417987.297922685,"Unclassified"
"Ga0164296_18959921_GEODES057","Ga0164296_18959921","None","hypothetical protein",21,45875.6769544761,"Unclassified"
"Ga0164296_18962311_GEODES057","Ga0164296_18962311","None","hypothetical protein",1,535319.894006405,"Unclassified"
"Ga0164296_18962581_GEODES057","Ga0164296_18962581","NO CLASSIFICATION MH","putative chitinase",13,12110.7988400548,"Unclassified"
"Ga0164296_18962611_GEODES057","Ga0164296_18962611","NO CLASSIFICATION MH","dihydroxy-acid dehydratase",3,74325.2185653425,"Unclassified"
"Ga0164296_18963091_GEODES057","Ga0164296_18963091","None","hypothetical protein",3,74417.522757927,"Unclassified"
"Ga0164296_18966441_GEODES057","Ga0164296_18966441","None","hypothetical protein",2,124245.408509763,"Unclassified"
"Ga0164296_18967401_GEODES057","Ga0164296_18967401","None","hypothetical protein",10,507937.529478224,"Unclassified"
"Ga0164296_18973401_GEODES057","Ga0164296_18973401","None","hypothetical protein",1,168144.217466422,"Unclassified"
"Ga0164296_18973541_GEODES057","Ga0164296_18973541","None","hypothetical protein",15,18977.4518352186,"Unclassified"
"Ga0164296_18974351_GEODES057","Ga0164296_18974351","None","hypothetical protein",4,21831.2722375922,"Unclassified"
"Ga0164296_18977881_GEODES057","Ga0164296_18977881","None","hypothetical protein",13,13041.5075616048,"Unclassified"
"Ga0164296_18977951_GEODES057","Ga0164296_18977951","NO CLASSIFICATION MH","hypothetical protein",13,26783.8419949057,"Unclassified"
"Ga0164296_18978201_GEODES057","Ga0164296_18978201","NO CLASSIFICATION MH","hypothetical protein",5,10960.5225127157,"Unclassified"
"Ga0164296_18980581_GEODES057","Ga0164296_18980581","NO CLASSIFICATION MH","hypothetical protein",5,276728.583228822,"Unclassified"
"Ga0164296_18981411_GEODES057","Ga0164296_18981411","NO CLASSIFICATION MH","photosystem II P680 reaction center D1 protein",5,34540823.4228035,"Unclassified"
"Ga0164296_18981601_GEODES057","Ga0164296_18981601","None","hypothetical protein",7,21754.9882554198,"Unclassified"
"Ga0164296_18983751_GEODES057","Ga0164296_18983751","None","hypothetical protein",2,10434.7399115693,"Unclassified"
"Ga0164296_18984231_GEODES057","Ga0164296_18984231","NO CLASSIFICATION MH","hypothetical protein",5,16383.7673130555,"Unclassified"
"Ga0164296_18991491_GEODES057","Ga0164296_18991491","NO CLASSIFICATION MH","iron complex transport system permease protein",11,51226.13795021,"Unclassified"
"Ga0164296_18991811_GEODES057","Ga0164296_18991811","NO CLASSIFICATION MH","Exopolysaccharide biosynthesis protein YbjH",4,40135.3382148692,"Unclassified"
"Ga0164296_18993551_GEODES057","Ga0164296_18993551","None","hypothetical protein",5,6501.41419929523,"Unclassified"
"Ga0164296_18995071_GEODES057","Ga0164296_18995071","NO CLASSIFICATION MH","hypothetical protein",11,36349.2968035806,"Unclassified"
"Ga0164296_18995831_GEODES057","Ga0164296_18995831","NO CLASSIFICATION MH","D-ribose pyranase",4,25460.4759718539,"Unclassified"
"Ga0164296_18998271_GEODES057","Ga0164296_18998271","NO CLASSIFICATION MH","hypothetical protein",1,13588.4058375532,"Unclassified"
"Ga0164296_19000281_GEODES057","Ga0164296_19000281","None","hypothetical protein",6,18052.4193366363,"Unclassified"
